#SampleID	Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	age_units	body_habitat	body_product	body_site	collection_timestamp	dna_extracted	geo_loc_name	geography	host_age	host_age_month	host_age_years	host_common_name	host_gravidity	host_head_width_mm	host_length_mm	host_scientific_name	host_sex	host_state	host_subject_id	host_taxid	host_tot_mass_g	host_weight	latitude	loc_rad_geiger_gamma_usv_per_h	loc_rad_log	location	log_loc_rad_geiger_gamma_usv_per_h	longitude	mapfile	physical_specimen_location	physical_specimen_remaining	replicate	sample_type	sex	treatment	weight_units	loc2
ERR2722549	OTHER	251	PRJEB28050	SAMEA4813721	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736320	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K39	8/4/18	4	3	skin metagenome	ILLUMINA	8/4/18	ERR2722549	ERS2633621	ERP110215	qiita_sid_11844:11844.vole.K39	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	10	10	NA	Bank vole	yes	14.01	NA	Myodes glareolus	female	ad2	NA	447135	24.43	24.43	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	female	KL	g	near Kyiv
ERR2722550	OTHER	251	PRJEB28050	SAMEA4813722	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736321	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K42	8/4/18	4	2	skin metagenome	ILLUMINA	8/4/18	ERR2722550	ERS2633622	ERP110215	qiita_sid_11844:11844.vole.K42	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	2~5	2~5	NA	Bank vole	yes	12.62	NA	Myodes glareolus	female	ad	NA	447135	23.28	23.28	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	female	KL	g	near Kyiv
ERR2722551	OTHER	251	PRJEB28050	SAMEA4813723	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736322	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K45	8/4/18	9	5	skin metagenome	ILLUMINA	8/4/18	ERR2722551	ERS2633623	ERP110215	qiita_sid_11844:11844.vole.K45	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	2~5	2~5	NA	Bank vole	no	13.2	NA	Myodes glareolus	female	ad	NA	447135	24.37	24.37	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	female	KL	g	near Kyiv
ERR2722552	OTHER	251	PRJEB28050	SAMEA4813724	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736323	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K46	8/4/18	4	2	skin metagenome	ILLUMINA	8/4/18	ERR2722552	ERS2633624	ERP110215	qiita_sid_11844:11844.vole.K46	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	1	1	NA	Bank vole	no	11.73	NA	Myodes glareolus	male	juv	NA	447135	17	17	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	male	KL	g	near Kyiv
ERR2722553	OTHER	251	PRJEB28050	SAMEA4813725	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736324	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K48	8/4/18	18	10	skin metagenome	ILLUMINA	8/4/18	ERR2722553	ERS2633625	ERP110215	qiita_sid_11844:11844.vole.K48	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	2~5	2~5	NA	Bank vole	no	12.66	NA	Myodes glareolus	male	ad	NA	447135	24.94	24.94	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	male	KL	g	near Kyiv
ERR2722554	OTHER	251	PRJEB28050	SAMEA4813726	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736325	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K49	8/4/18	13	8	skin metagenome	ILLUMINA	8/4/18	ERR2722554	ERS2633626	ERP110215	qiita_sid_11844:11844.vole.K49	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	2~5	2~5	NA	Bank vole	no	13.25	NA	Myodes glareolus	male	ad	NA	447135	21.99	21.99	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	male	KL	g	near Kyiv
ERR2722555	OTHER	251	PRJEB28050	SAMEA4813727	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736326	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K51	8/4/18	7	4	skin metagenome	ILLUMINA	8/4/18	ERR2722555	ERS2633627	ERP110215	qiita_sid_11844:11844.vole.K51	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	10	10	NA	Bank vole	no	13.71	NA	Myodes glareolus	female	ad2	NA	447135	29.76	29.76	50.5269	0.151	NA	Kyiv	NA	30.4439	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	female	KL	g	near Kyiv
ERR2722556	OTHER	251	PRJEB28050	SAMEA4813728	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736327	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K54	8/4/18	8	5	skin metagenome	ILLUMINA	8/4/18	ERR2722556	ERS2633628	ERP110215	qiita_sid_11844:11844.vole.K54	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	10	10	NA	Bank vole	yes	13.68	NA	Myodes glareolus	female	ad2	NA	447135	24.47	24.47	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	female	KL	g	near Kyiv
ERR2722557	OTHER	251	PRJEB28050	SAMEA4813729	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736328	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K55	8/4/18	10	6	skin metagenome	ILLUMINA	8/4/18	ERR2722557	ERS2633629	ERP110215	qiita_sid_11844:11844.vole.K55	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.53	NA	Myodes glareolus	female	ad	NA	447135	24.43	24.43	50.38999	0.521	NA	Kyiv	NA	30.74168	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722558	OTHER	251	PRJEB28050	SAMEA4813730	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736329	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K56	8/4/18	10	6	skin metagenome	ILLUMINA	8/4/18	ERR2722558	ERS2633630	ERP110215	qiita_sid_11844:11844.vole.K56	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	yes	13.03	NA	Myodes glareolus	female	ad	NA	447135	34.44	34.44	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722559	OTHER	251	PRJEB28050	SAMEA4813731	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736330	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K57	8/4/18	7	4	skin metagenome	ILLUMINA	8/4/18	ERR2722559	ERS2633631	ERP110215	qiita_sid_11844:11844.vole.K57	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	yes	13.11	NA	Myodes glareolus	female	ad	NA	447135	33.74	33.74	50.3882	0.553	NA	Kyiv	NA	30.75294	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722560	OTHER	251	PRJEB28050	SAMEA4813732	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736331	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K58	8/4/18	6	3	skin metagenome	ILLUMINA	8/4/18	ERR2722560	ERS2633632	ERP110215	qiita_sid_11844:11844.vole.K58	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	1	1	NA	Bank vole	no	11.99	NA	Myodes glareolus	male	juv	NA	447135	16.26	16.26	50.3882	0.553	NA	Kyiv	NA	30.75294	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722561	OTHER	251	PRJEB28050	SAMEA4813733	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736332	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K59	8/4/18	9	5	skin metagenome	ILLUMINA	8/4/18	ERR2722561	ERS2633633	ERP110215	qiita_sid_11844:11844.vole.K59	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	13.21	NA	Myodes glareolus	female	ad	NA	447135	23.26	23.26	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722562	OTHER	251	PRJEB28050	SAMEA4813734	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736333	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K6	8/4/18	8	4	skin metagenome	ILLUMINA	8/4/18	ERR2722562	ERS2633634	ERP110215	qiita_sid_11844:11844.vole.K6	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	1	1	NA	Bank vole	no	11.93	NA	Myodes glareolus	male	juv	NA	447135	19.65	19.65	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	male	KL	g	near Kyiv
ERR2722563	OTHER	251	PRJEB28050	SAMEA4813735	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736334	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K60	8/4/18	6	3	skin metagenome	ILLUMINA	8/4/18	ERR2722563	ERS2633635	ERP110215	qiita_sid_11844:11844.vole.K60	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.01	NA	Myodes glareolus	male	ad	NA	447135	19.59	19.59	50.38999	0.521	NA	Kyiv	NA	30.74168	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722564	OTHER	251	PRJEB28050	SAMEA4813736	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736335	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K61	8/4/18	5	3	skin metagenome	ILLUMINA	8/4/18	ERR2722564	ERS2633636	ERP110215	qiita_sid_11844:11844.vole.K61	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	yes	12.77	NA	Myodes glareolus	female	ad	NA	447135	31.53	31.53	50.3882	0.553	NA	Kyiv	NA	30.75294	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722565	OTHER	251	PRJEB28050	SAMEA4813737	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736336	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K62	8/4/18	1	1	skin metagenome	ILLUMINA	8/4/18	ERR2722565	ERS2633637	ERP110215	qiita_sid_11844:11844.vole.K62	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	13.04	NA	Myodes glareolus	female	ad	NA	447135	23.1	23.1	50.3882	0.553	NA	Kyiv	NA	30.75294	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722566	OTHER	251	PRJEB28050	SAMEA4813738	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736337	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K63	8/4/18	14	8	skin metagenome	ILLUMINA	8/4/18	ERR2722566	ERS2633638	ERP110215	qiita_sid_11844:11844.vole.K63	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	yes	13.34	NA	Myodes glareolus	female	ad	NA	447135	23.48	23.48	50.3882	0.553	NA	Kyiv	NA	30.75294	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722567	OTHER	251	PRJEB28050	SAMEA4813739	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736338	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K64	8/4/18	10	6	skin metagenome	ILLUMINA	8/4/18	ERR2722567	ERS2633639	ERP110215	qiita_sid_11844:11844.vole.K64	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.39	NA	Myodes glareolus	male	ad	NA	447135	20.82	20.82	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722568	OTHER	251	PRJEB28050	SAMEA4813740	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736339	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K65	8/4/18	13	8	skin metagenome	ILLUMINA	8/4/18	ERR2722568	ERS2633640	ERP110215	qiita_sid_11844:11844.vole.K65	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.81	NA	Myodes glareolus	male	ad	NA	447135	20.62	20.62	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722569	OTHER	251	PRJEB28050	SAMEA4813741	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736340	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K66	8/4/18	5	3	skin metagenome	ILLUMINA	8/4/18	ERR2722569	ERS2633641	ERP110215	qiita_sid_11844:11844.vole.K66	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	1	1	NA	Bank vole	no	11.48	NA	Myodes glareolus	male	juv	NA	447135	14.86	14.86	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722570	OTHER	251	PRJEB28050	SAMEA4813742	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736341	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K67	8/4/18	12	7	skin metagenome	ILLUMINA	8/4/18	ERR2722570	ERS2633642	ERP110215	qiita_sid_11844:11844.vole.K67	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.29	NA	Myodes glareolus	female	ad	NA	447135	18.1	18.1	50.38999	0.521	NA	Kyiv	NA	30.74168	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722571	OTHER	251	PRJEB28050	SAMEA4813743	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736342	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K68	8/4/18	4	2	skin metagenome	ILLUMINA	8/4/18	ERR2722571	ERS2633643	ERP110215	qiita_sid_11844:11844.vole.K68	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	13.01	NA	Myodes glareolus	female	ad	NA	447135	24.3	24.3	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722572	OTHER	251	PRJEB28050	SAMEA4813744	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736343	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K69	8/4/18	4	2	skin metagenome	ILLUMINA	8/4/18	ERR2722572	ERS2633644	ERP110215	qiita_sid_11844:11844.vole.K69	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.76	NA	Myodes glareolus	female	ad	NA	447135	23.14	23.14	50.3882	0.553	NA	Kyiv	NA	30.75294	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722573	OTHER	251	PRJEB28050	SAMEA4813745	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736344	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K7	8/4/18	6	3	skin metagenome	ILLUMINA	8/4/18	ERR2722573	ERS2633645	ERP110215	qiita_sid_11844:11844.vole.K7	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	1	1	NA	Bank vole	no	11.32	NA	Myodes glareolus	male	juv	NA	447135	15.73	15.73	50.525859	0.151	NA	Kyiv	NA	30.436933	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	male	KL	g	near Kyiv
ERR2722574	OTHER	251	PRJEB28050	SAMEA4813746	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736345	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K70	8/4/18	7	4	skin metagenome	ILLUMINA	8/4/18	ERR2722574	ERS2633646	ERP110215	qiita_sid_11844:11844.vole.K70	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	1	1	NA	Bank vole	no	11.58	NA	Myodes glareolus	male	juv	NA	447135	20.23	20.23	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722575	OTHER	251	PRJEB28050	SAMEA4813747	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736346	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K71	8/4/18	7	4	skin metagenome	ILLUMINA	8/4/18	ERR2722575	ERS2633647	ERP110215	qiita_sid_11844:11844.vole.K71	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	yes	12.73	NA	Myodes glareolus	female	ad	NA	447135	26.78	26.78	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	female	KL	g	near Kyiv
ERR2722576	OTHER	251	PRJEB28050	SAMEA4813748	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736347	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K72	8/4/18	7	4	skin metagenome	ILLUMINA	8/4/18	ERR2722576	ERS2633648	ERP110215	qiita_sid_11844:11844.vole.K72	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	2~5	2~5	NA	Bank vole	no	12.24	NA	Myodes glareolus	male	ad	NA	447135	24.97	24.97	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722577	OTHER	251	PRJEB28050	SAMEA4813749	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736348	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K73	8/4/18	5	2	skin metagenome	ILLUMINA	8/4/18	ERR2722577	ERS2633649	ERP110215	qiita_sid_11844:11844.vole.K73	NA	months	NA	NA	NA	6/16/16	TRUE	Kyiv area	OutgroupLS	1	1	NA	Bank vole	no	11.18	NA	Myodes glareolus	male	juv	NA	447135	13.83	13.83	50.38896	0.553	NA	Kyiv	NA	30.73459	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL2	skin	male	KL	g	near Kyiv
ERR2722578	OTHER	251	PRJEB28050	SAMEA4813750	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	8/3/18	8/3/18	ERX2736349	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11844.vole.K8	8/4/18	11	6	skin metagenome	ILLUMINA	8/4/18	ERR2722578	ERS2633650	ERP110215	qiita_sid_11844:11844.vole.K8	NA	months	NA	NA	NA	6/15/16	TRUE	Kyiv area	OutgroupRS	1	1	NA	Bank vole	no	11.69	NA	Myodes glareolus	male	juv	NA	447135	18.71	18.71	50.52127	0.151	NA	Kyiv	NA	30.42486	SraRunTable.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	KL1	skin	male	KL	g	near Kyiv
ERR2117293	OTHER	250	PRJEB22579	SAMEA104288716	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174151	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.1	7/7/18	7	5	feces metagenome	ILLUMINA	7/3/18	ERR2117293	ERS1913694	ERP104266	qiita_sid_11360:11360.vole.1	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/25/16 12:30	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.46	96.14	Myodes glareolus	male	ad	1	447135	26.23	NA	51.144595	0.18	-0.74	NA	-0.74	29.952918	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL1	stool	NA	CL	NA	inside CEZ
ERR2117294	OTHER	250	PRJEB22579	SAMEA104288717	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174152	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.10	7/7/18	14	9	feces metagenome	ILLUMINA	7/3/18	ERR2117294	ERS1913695	ERP104266	qiita_sid_11360:11360.vole.10	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/26/16 13:00	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	13.6	100.71	Myodes glareolus	female	ad	10	447135	25.93	NA	51.144595	0.18	-0.74	NA	-0.74	29.952918	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL1	stool	NA	CL	NA	inside CEZ
ERR2117295	OTHER	250	PRJEB22579	SAMEA104288718	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174153	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.107	7/7/18	6	4	feces metagenome	ILLUMINA	7/3/18	ERR2117295	ERS1913696	ERP104266	qiita_sid_11360:11360.vole.107	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/28/16 17:08	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.6	91.4	Myodes glareolus	male	ad	107	447135	22.31	NA	51.209477	0.27	-0.57	NA	-0.57	30.186975	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL2	stool	NA	CL	NA	inside CEZ
ERR2117296	OTHER	250	PRJEB22579	SAMEA104288719	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174154	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.119	7/7/18	12	8	feces metagenome	ILLUMINA	7/3/18	ERR2117296	ERS1913697	ERP104266	qiita_sid_11360:11360.vole.119	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/29/16 12:10	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.27	94.77	Myodes glareolus	male	ad	119	447135	23.23	NA	51.209477	0.27	-0.57	NA	-0.57	30.186975	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL2	stool	NA	CL	NA	inside CEZ
