Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	datenum	collectiontime	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	included_in_final_analysis	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	ScalingFactor	Seq_run	SRA Study	storage	time	timenum	feature.id2	IndividID2	Storage2	Seq_run2	Seq_depth_nospikein	HoursTilFrozen	scaling_factor	SampleDate	SampleTime	SampleTimeCat	HoursAfterSunrise	Month	Year	Season	AgeAtSamplingYears	AgeCat	Sex	GroupAtSampling	Condition_weight	SocialStatus	HoursSinceForagingStart	Temp_max	Temp_min	HourlyTemp	sum_rainfall_month	Bacterial_load	Observed	Shannon	MDS1_WU	MDS2_WU	MDS3_WU	MDS4_WU	MDS1_UU	MDS2_UU	MDS3_UU	MDS4_UU
SRR15930021	Sample171	AMPLICON	501	23596844	PRJNA764180	SAMN21470126	Metagenome or environmental	13298481	ULM UNIVERSITY	7/2/06	38900	1899-12-30 17:08:00	public	"sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220028	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799323 E	Feature181	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature181	0.476803816	RUN3	SRP337608	FROZEN	17:08:00	0.71	Feature181	ID 84	FROZEN	RUN3	24210	1.979803647	0.476803816	7/2/06	1899-12-30 17:08:00	AFTERNOON	9.656111111	7	2006	DRY WINTER	1.315	MIDDLEAGED	M	Group 36	31.84289454	Subordinate	0.630164083	22.6	3.4	20	9	11535	256	2.5538991	0.153858817	0.211216271	0.059921826	-0.06405992	-0.213748586	-0.030089473	0.050964424	-0.012337575
SRR15930020	Sample172	AMPLICON	501	13843622	PRJNA764180	SAMN21470127	Metagenome or environmental	7985036	ULM UNIVERSITY	7/1/06	38899		public	"fastq	sra"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220029	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799324 E	Feature182	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature182		RUN3	SRP337608	FROZEN																																						
SRR15930019	Sample173	AMPLICON	501	10863317	PRJNA764180	SAMN21470128	Metagenome or environmental	6279367	ULM UNIVERSITY	7/6/06	38904	1899-12-30 16:40:00	public	"sra	fastq"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220030	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799325 E	Feature183	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature183	0.844674926	RUN3	SRP337608	FROZEN	16:40:00	0.69	Feature183	ID 104	FROZEN	RUN3	10420	2.446470313	0.844674926	7/6/06	1899-12-30 16:40:00	AFTERNOON	9.190833333	7	2006	DRY WINTER	2.323	MIDDLEAGED	M	Group 37	9.564959196	Subordinate	0.163497416	28.5	6	26.3	9	8803	157	3.700603557	-0.001082147	0.09961109	0.116081438	0.041536662	-0.09645844	-0.055985986	0.032923175	-0.117386618
SRR15930018	Sample174	AMPLICON	501	15153214	PRJNA764180	SAMN21470129	Metagenome or environmental	8469470	ULM UNIVERSITY	7/6/06	38904	1899-12-30 17:40:00	public	"fastq	sra"	"s3	ncbi	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220031	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799326 E	Feature184	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature184	1.152333895	RUN3	SRP337608	FROZEN	17:40:00	0.74	Feature184	ID 106	FROZEN	RUN3	18323	1.446470313	1.152333895	7/6/06	1899-12-30 17:40:00	AFTERNOON	10.19083333	7	2006	DRY WINTER	1.734	MIDDLEAGED	M	Group 37	37.49790961	Subordinate	1.163497416	28.5	6	22	9	21115	109	2.836165457	0.179229946	0.181134929	0.068244196	0.008081435	-0.232998052	-0.063275425	0.038947655	-0.086022502
SRR15930017	Sample175	AMPLICON	501	13792140	PRJNA764180	SAMN21470130	Metagenome or environmental	7874654	ULM UNIVERSITY	7/6/06	38904	1899-12-30 17:40:00	public	"fastq	sra"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220032	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799327 E	Feature185	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature185	1.822976254	RUN3	SRP337608	FROZEN	17:40:00	0.74	Feature185	ID 102	FROZEN	RUN3	16371	1.446470313	1.822976254	7/6/06	1899-12-30 17:40:00	AFTERNOON	10.19083333	7	2006	DRY WINTER	2.367	MIDDLEAGED	M	Group 37	64.0298446	Subordinate	1.163497416	28.5	6	22	9	29843	113	2.55965526	0.159608823	0.137973305	0.069454836	-0.001519133	-0.038566496	-0.09461311	-0.006354271	-0.100708654
SRR15930016	Sample176	AMPLICON	501	23085297	PRJNA764180	SAMN21470131	Metagenome or environmental	14264089	ULM UNIVERSITY	7/6/06	38904	1899-12-30 17:37:00	public	"sra	fastq"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220033	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799328 E	Feature186	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature186	0.93303631	RUN1	SRP337608	FROZEN	17:37:00	0.73	Feature186	ID 79	FROZEN	RUN1	25235	1.496470313	0.93303631	7/6/06	1899-12-30 17:37:00	AFTERNOON	10.14083333	7	2006	DRY WINTER	8.422	OLD	M	Group 11	35.9143946	Dominant	1.113497416	28.5	6	22	9	23561	160	2.970974409	-0.088584416	0.181825329	0.11351127	-0.060606325	-0.154254098	-0.020343984	0.094771249	-0.080699728
SRR15930015	Sample177	AMPLICON	501	60898750	PRJNA764180	SAMN21470132	Metagenome or environmental	37078511	ULM UNIVERSITY	7/6/06	38904	1899-12-30 13:10:00	public	"sra	fastq"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220034	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800255 E	Feature187	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature187	0.094657479	RUN4	SRP337608	FROZEN	13:10:00	0.55	Feature187	ID 62	FROZEN	RUN4	47598	0.5	0.094657479	7/6/06	1899-12-30 13:10:00	MORNING	5.690833333	7	2006	DRY WINTER	0.156	YOUNG	M	Group 19	60.17475915	Subordinate	3.801917831	28.5	6	25	9	4504	240	3.327756608	0.186558413	0.114501257	0.06836967	0.137545367	-0.305962019	-0.022202636	0.039324973	0.021172766
SRR15930014	Sample178	AMPLICON	501	66178160	PRJNA764180	SAMN21470133	Metagenome or environmental	38742883	ULM UNIVERSITY	7/6/06	38904	1899-12-30 13:16:00	public	"fastq	sra"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220035	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800256 E	Feature188	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature188	0.175899436	RUN4	SRP337608	FROZEN	13:16:00	0.55	Feature188	ID 60	FROZEN	RUN4	91583	0.5	0.175899436	7/6/06	1899-12-30 13:16:00	MORNING	5.790833333	7	2006	DRY WINTER	0.553	YOUNG	M	Group 19	79.01077324	Subordinate	3.901917831	28.5	6	25	9	16110	267	4.328579941	0.054194921	-0.162527967	0.0344868	-0.106322164	0.243601655	0.014691482	-0.010014734	0.089868016
SRR15930013	Sample179	AMPLICON	501	39771827	PRJNA764180	SAMN21470134	Metagenome or environmental	23499375	ULM UNIVERSITY	7/11/06	38909	1899-12-30 09:57:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220036	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799329 E	Feature189	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature189	4.769478658	RUN2	SRP337608	FREEZEDRIED	9:57:00	0.41	Feature189	ID 110	FREEZEDRIED	RUN2	49698	3.449730374	4.769478658	7/11/06	1899-12-30 09:57:00	MORNING	2.483333333	7	2006	DRY WINTER	0.66	YOUNG	M	Group 37	69.76853512	Subordinate	0.585251164	24.3	4.7	13.4	9	237027	236	3.995040895	-0.048744937	-0.036716225	0.053254792	0.095570977	0.242357546	0.000827345	-0.027769986	-0.037529729
SRR15929913	Sample18	AMPLICON	501	40241354	PRJNA764180	SAMN21469968	Metagenome or environmental	25891606	ULM UNIVERSITY	12/24/02	37614	1899-12-30 08:55:00	public	"fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220136	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799182 E	Feature23	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature23	3.02432459	RUN1	SRP337608	FREEZEDRIED	8:55:00	0.37	Feature23	ID 1	FREEZEDRIED	RUN1	43672	1.767373154	3.02432459	12/24/02	1899-12-30 08:55:00	MORNING	3.202777778	12	2002	WET SUMMER	6.978	OLD	F	Group 10	-0.654032608	Subordinate	2.13937168	36.82	18.83	25.98536848	50.8	132072	113	2.923078657	-0.118471663	0.004161864	-0.12107519	0.060100539	0.036337337	-0.061573489	-0.013240513	-0.131241813
SRR15929980	Sample180	AMPLICON	501	25719119	PRJNA764180	SAMN21470135	Metagenome or environmental	15361318	ULM UNIVERSITY	7/11/06	38909	1899-12-30 17:09:00	public	"sra	fastq"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220069	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799330 E	Feature190	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature190	1.039985136	RUN3	SRP337608	FROZEN	17:09:00	0.71	Feature190	ID 112	FROZEN	RUN3	25949	1.96313698	1.039985136	7/11/06	1899-12-30 17:09:00	AFTERNOON	9.683333333	7	2006	DRY WINTER	0.373	YOUNG	M	Group 37	60.40248459	Subordinate	0.646830749	24.3	4.7	22.6	9	26974	207	3.47226175	0.190492032	0.045571892	0.113654945	0.068773906	-0.176664683	0.167282016	-0.141353491	-0.068834012
SRR15929978	Sample181	AMPLICON	501	16845199	PRJNA764180	SAMN21470136	Metagenome or environmental	9964555	ULM UNIVERSITY	7/14/06	38912	1899-12-30 11:08:00	public	"sra	fastq"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220071	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799331 E	Feature191	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature191	11.35753551	RUN2	SRP337608	FROZEN	11:08:00	0.46	Feature191	ID 83	FROZEN	RUN2	24024	2.26639704	11.35753551	7/14/06	1899-12-30 11:08:00	MORNING	3.676666667	7	2006	DRY WINTER	1.348	MIDDLEAGED	M	Group 36	-7.469386807	Subordinate	1.768584498	25.7	6.6	21.5	9	272854	155	3.49324886	-0.164344089	-0.090679451	0.071878099	-0.075154339	0.280230406	0.002256566	-0.031736485	0.055670793
SRR15929977	Sample182	AMPLICON	501	20671989	PRJNA764180	SAMN21470137	Metagenome or environmental	11894142	ULM UNIVERSITY	7/13/06	38911		public	"sra	fastq"	"ncbi	s3	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220072	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799332 E	Feature192	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature192		RUN3	SRP337608	FROZEN																																						
SRR15929975	Sample183	AMPLICON	501	68599139	PRJNA764180	SAMN21470139	Metagenome or environmental	39938865	ULM UNIVERSITY	8/9/06	38938	1899-12-30 12:41:00	public	"sra	fastq"	"s3	gs	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220074	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800334 E	Feature194	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature194	3.671389386	RUN4	SRP337608	FROZEN	12:41:00	0.53	Feature194	ID 6	FROZEN	RUN4	77231	0.5	3.671389386	8/9/06	1899-12-30 12:41:00	MORNING	5.44	8	2006	DRY WINTER	6.745	OLD	M	Group 36	-45.69858544	Subordinate	3.627528512	29.7	0.9	24.1	0.4	283543	255	3.747510345	-0.028349827	-0.06075746	0.035462801	0.082204469	0.24053071	0.058036974	-0.003761355	-0.038281648
SRR15929976	Sample183	AMPLICON	501	60196794	PRJNA764180	SAMN21470138	Metagenome or environmental	35523118	ULM UNIVERSITY	8/9/06	38938		public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220073	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800257 E	Feature193	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature193		RUN4	SRP337608	FROZEN			Feature194	ID 6	FROZEN	RUN4	77231	0.5	3.671389386	8/9/06	1899-12-30 12:41:00	MORNING	5.44	8	2006	DRY WINTER	6.745	OLD	M	Group 36	-45.69858544	Subordinate	3.627528512	29.7	0.9	24.1	0.4	283543	255	3.747510345	-0.028349827	-0.06075746	0.035462801	0.082204469	0.24053071	0.058036974	-0.003761355	-0.038281648
SRR15929974	Sample184	AMPLICON	501	15111178	PRJNA764180	SAMN21470140	Metagenome or environmental	8176932	ULM UNIVERSITY	8/9/06	38938	1899-12-30 13:08:00	public	"sra	fastq"	"gs	s3	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220075	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799333 E	Feature195	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature195	3.612579945	RUN3	SRP337608	FROZEN	13:08:00	0.55	Feature195	ID 74	FROZEN	RUN3	22319	0.5	3.612579945	8/9/06	1899-12-30 13:08:00	MORNING	5.89	8	2006	DRY WINTER	0.482	YOUNG	F	Group 36	98.25009964	Subordinate	4.077528512	29.7	0.9	24.1	0.4	80625	82	2.101055207	-0.233474375	0.105185712	0.05513243	0.063810939	-0.092501186	-0.201762374	-0.004653808	-0.084746325
SRR15929973	Sample185	AMPLICON	501	13052990	PRJNA764180	SAMN21470141	Metagenome or environmental	7282443	ULM UNIVERSITY	8/17/06	38946	1899-12-30 17:05:00	public	"sra	fastq"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220076	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799334 E	Feature196	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature196	1.251940869	RUN3	SRP337608	FROZEN	17:05:00	0.71	Feature196	ID 20	FROZEN	RUN3	18944	2.294650602	1.251940869	8/17/06	1899-12-30 17:05:00	AFTERNOON	9.947777778	8	2006	DRY WINTER	0.474	YOUNG	M	Group 40	73.19104062	Subordinate	0.317372574	21.1	-3.8	23.28046315	0.4	23727	130	3.074067569	-0.046996585	-0.000218115	-0.110121351	0.002613086	0.041693345	-0.05109364	0.003630842	-0.070407349
SRR15929972	Sample186	AMPLICON	501	13923913	PRJNA764180	SAMN21470142	Metagenome or environmental	8833725	ULM UNIVERSITY	8/9/06	38938	1899-12-30 17:36:00	public	"fastq	sra"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220077	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799335 E	Feature197	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature197	0.745723871	RUN2	SRP337608	FROZEN	17:36:00	0.73	Feature197	ID 11	FROZEN	RUN2	11111	1.777983936	0.745723871	8/9/06	1899-12-30 17:36:00	AFTERNOON	10.35666667	8	2006	DRY WINTER	1.455	MIDDLEAGED	F	Group 40	152.6176265	Subordinate	0.834039241	29.7	0.9	21.2	0.4	8284	158	3.500127137	0.191658384	0.103415199	0.063021203	0.125835057	-0.192269535	0.029003496	-0.092820728	-0.10723877
SRR15929971	Sample187	AMPLICON	501	30500315	PRJNA764180	SAMN21470143	Metagenome or environmental	17711691	ULM UNIVERSITY	8/25/06	38954	1899-12-30 11:33:00	public	"fastq	sra"	"ncbi	s3	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220078	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799336 E	Feature198	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature198	5.519921105	RUN2	SRP337608	FROZEN	11:33:00	0.48	Feature198	ID 111	FROZEN	RUN2	43257	1.534169654	5.519921105	8/25/06	1899-12-30 11:33:00	MORNING	4.538611111	8	2006	DRY WINTER	0.567	YOUNG	M	Group 37	73.77134694	Subordinate	2.494195179	26.00952381	3.452380952	19.74924818	0.4	238773	145	3.045741033	-0.139921757	0.073112951	-0.010497392	-0.014463104	0.185281918	-0.077269963	-0.038002872	-0.060874548
SRR15929970	Sample188	AMPLICON	501	11657070	PRJNA764180	SAMN21470144	Metagenome or environmental	6882413	ULM UNIVERSITY	8/29/06	38958	1899-12-30 11:21:00	public	"sra	fastq"	"gs	s3	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220079	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799337 E	Feature199	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature199	4.712529659	RUN2	SRP337608	FROZEN	11:21:00	0.47	Feature199	ID 88	FROZEN	RUN2	18870	1.734169654	4.712529659	8/29/06	1899-12-30 11:21:00	MORNING	4.405555556	8	2006	DRY WINTER	0.537	YOUNG	M	Group 36	85.90720982	Subordinate	2.294195179	29.5	7.095238095	19.74924818	0.4	88926	49	2.013771809	-0.186258542	0.164566159	0.09069707	-0.080117263	-0.210386713	-0.283782692	0.019702711	0.111404877
SRR15929969	Sample189	AMPLICON	501	11935042	PRJNA764180	SAMN21470145	Metagenome or environmental	7204924	ULM UNIVERSITY	8/29/06	38958	1899-12-30 11:26:00	public	"sra	fastq"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220080	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799338 E	Feature200	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature200	1.036570871	RUN2	SRP337608	FROZEN	11:26:00	0.48	Feature200	ID 74	FROZEN	RUN2	11784	1.65083632	1.036570871	8/29/06	1899-12-30 11:26:00	MORNING	4.488888889	8	2006	DRY WINTER	0.537	YOUNG	F	Group 36	94.27592996	Subordinate	2.377528512	29.5	7.095238095	19.74924818	0.4	12204	143	3.342595294	-0.114811268	0.149840881	0.09726004	0.017405494	-0.093621566	0.019030463	0.004956247	-0.1276952
SRR15929902	Sample19	AMPLICON	501	13690640	PRJNA764180	SAMN21469969	Metagenome or environmental	8227364	ULM UNIVERSITY	1/10/03	37631	1899-12-30 08:27:00	public	"fastq	sra"	"s3	gs	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220147	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799183 E	Feature24	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature24	5.804034691	RUN1	SRP337608	FROZEN	8:27:00	0.35	Feature24	ID 66	FROZEN	RUN1	15628	2.608306145	5.804034691	1/10/03	1899-12-30 08:27:00	MORNING	2.5525	1	2003	WET SUMMER	0.151	YOUNG	M	Group 26	-84.83909855	Subordinate	1.202864078	35.56315789	19.01578947	25.54896848	23.8	90703	126	3.741280804	0.084967502	-0.165552727	0.051903282	0.058930429	0.158736822	-0.069591105	-0.043142017	0.018252249
SRR15929966	Sample190	AMPLICON	501	14984247	PRJNA764180	SAMN21470146	Metagenome or environmental	8966287	ULM UNIVERSITY	9/3/06	38963	1899-12-30 18:21:00	public	"sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220083	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799339 E	Feature201	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature201	0.508764884	RUN2	SRP337608	FROZEN	18:21:00	0.76	Feature201	ID 85	FROZEN	RUN2	16901	1.408184143	0.508764884	9/3/06	1899-12-30 18:21:00	AFTERNOON	11.49361111	9	2006	DRY WINTER	0.997	YOUNG	M	Group 36	33.92649182	Subordinate	1.154538736	27.2	2.8	23.9	0	8609	110	2.412035446	-0.075636744	0.055726232	-0.164585566	-0.03183106	-0.186384742	-0.081989643	0.034471626	0.002284983
SRR15929965	Sample191	AMPLICON	501	13957063	PRJNA764180	SAMN21470147	Metagenome or environmental	8060978	ULM UNIVERSITY	9/4/06	38964	1899-12-30 09:12:00	public	"sra	fastq"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220084	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799340 E	Feature202	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature202	6.577905983	RUN2	SRP337608	FROZEN	9:12:00	0.38	Feature202	ID 71	FROZEN	RUN2	20984	3.151029601	6.577905983	9/4/06	1899-12-30 09:12:00	MORNING	2.361388889	9	2006	DRY WINTER	1.715	MIDDLEAGED	F	Group 36	-71.79600707	Subordinate	0.886523928	28.7	2	16.9	0	138033	138	3.101889687	-0.190694927	0.04917265	0.063216961	0.050040133	0.090684097	-0.074562199	-0.056216788	-0.104646093
SRR15929964	Sample192	AMPLICON	501	21471956	PRJNA764180	SAMN21470148	Metagenome or environmental	12855989	ULM UNIVERSITY	9/8/06	38968	1899-12-30 17:47:00	public	"fastq	sra"	"ncbi	s3	gs"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220085	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799341 E	Feature203	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature203	2.680301249	RUN2	SRP337608	FROZEN	17:47:00	0.74	Feature203	ID 91	FROZEN	RUN2	28451	1.97485081	2.680301249	9/8/06	1899-12-30 17:47:00	AFTERNOON	11.01833333	9	2006	DRY WINTER	0.356	YOUNG	M	Group 36	28.6986698	Subordinate	0.587872069	29.8	10.6	27.4	0	76256	155	3.238525503	0.102378053	0.029124232	0.092407967	0.03039196	-0.017189912	-0.052720684	-0.024055756	-0.182209371
SRR15929963	Sample193	AMPLICON	501	19031635	PRJNA764180	SAMN21470149	Metagenome or environmental	11411623	ULM UNIVERSITY	9/10/06	38970	1899-12-30 11:41:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220086	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799342 E	Feature204	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature204	3.841112983	RUN2	SRP337608	FROZEN	11:41:00	0.49	Feature204	ID 89	FROZEN	RUN2	27083	0.667696268	3.841112983	9/10/06	1899-12-30 11:41:00	MORNING	4.955555556	9	2006	DRY WINTER	0.57	YOUNG	M	Group 36	84.83430332	Subordinate	3.369857261	28.4	9	25.6	0	104029	179	3.98862836	-0.042194876	-0.185493807	0.059845919	-0.061528777	0.25543551	0.024418372	0.002360193	0.087164663
SRR15929962	Sample194	AMPLICON	501	30598989	PRJNA764180	SAMN21470150	Metagenome or environmental	19516256	ULM UNIVERSITY	9/14/06	38974	1899-12-30 18:05:00	public	"fastq	sra"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220087	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799343 E	Feature205	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature205	0.329100987	RUN2	SRP337608	FROZEN	18:05:00	0.75	Feature205	ID 20	FROZEN	RUN2	18381	1.67485081	0.329100987	9/14/06	1899-12-30 18:05:00	AFTERNOON	11.43138889	9	2006	DRY WINTER	0.551	YOUNG	M	Group 40	35.28604051	Subordinate	0.887872069	33.4	11.9	30.4	0	6068	301	3.659916651	0.189463956	0.061977172	0.053302089	0.108667566	-0.051629238	0.119721345	0.009524277	-0.008252384
